Precision,Recall,accuracy,loss,val_Precision,val_Recall,val_accuracy,val_loss
0.896428644657135,0.8964152932167053,0.8964295387268066,0.28471308946609497,0.9500170946121216,0.9500170946121216,0.9500170946121216,0.12857405841350555
0.9433461427688599,0.9433461427688599,0.9433461427688599,0.14816422760486603,0.9525445103645325,0.9525445103645325,0.9525445103645325,0.11074647307395935
0.9474841356277466,0.9474841356277466,0.9474841356277466,0.1238979697227478,0.9561744332313538,0.9561720490455627,0.9561720490455627,0.10208620131015778
0.9533088803291321,0.9533088803291321,0.9533088803291321,0.11206965893507004,0.9597674012184143,0.9597674012184143,0.9597674012184143,0.09825239330530167
0.9559750556945801,0.9559750556945801,0.9559750556945801,0.10520807653665543,0.9603744745254517,0.9603744745254517,0.9603744745254517,0.09259922802448273
0.9567791223526001,0.9567791223526001,0.9567791223526001,0.10073381662368774,0.9603447318077087,0.9603447318077087,0.9603447318077087,0.08908246457576752
0.9572641253471375,0.9572641253471375,0.9572641253471375,0.09761132299900055,0.9604760408401489,0.9604760408401489,0.9604760408401489,0.08753161877393723
0.9580489993095398,0.9580489993095398,0.9580489993095398,0.09555023163557053,0.960681676864624,0.960681676864624,0.960681676864624,0.08522938936948776
0.9585922956466675,0.9585922956466675,0.9585922956466675,0.09348691254854202,0.9623765349388123,0.9623765349388123,0.9623765349388123,0.08593536168336868
0.9595481157302856,0.9595481157302856,0.9595481157302856,0.09167812019586563,0.9643637537956238,0.9643637537956238,0.9643637537956238,0.08133608102798462
0.9599129557609558,0.9599129557609558,0.9599129557609558,0.09059590101242065,0.962128758430481,0.962128758430481,0.962128758430481,0.08218441903591156
0.9588983058929443,0.9588983058929443,0.9588983058929443,0.08954302966594696,0.9595766067504883,0.9595766067504883,0.9595766067504883,0.08013250678777695
0.9591912627220154,0.9591912627220154,0.9591912627220154,0.08812210708856583,0.9596236944198608,0.9596236944198608,0.9596236944198608,0.07939975708723068
0.9594563841819763,0.9594563841819763,0.9594563841819763,0.0874309092760086,0.9627184867858887,0.9627184867858887,0.9627184867858887,0.0780777782201767
0.9597147107124329,0.9597147107124329,0.9597147107124329,0.08680061250925064,0.9628547430038452,0.9628547430038452,0.9628547430038452,0.07695182412862778
0.9599222540855408,0.9599222540855408,0.9599222540855408,0.0861116573214531,0.9630455374717712,0.9630455374717712,0.9630455374717712,0.07690178602933884
0.9603100419044495,0.9603100419044495,0.9603100419044495,0.08538340032100677,0.9626119136810303,0.9626119136810303,0.9626119136810303,0.07710445672273636
