Precision,Recall,accuracy,loss,val_Precision,val_Recall,val_accuracy,val_loss
0.9603242874145508,0.9603242874145508,0.9603242874145508,0.0851646289229393,0.9610236287117004,0.9610236287117004,0.9610236287117004,0.07769938558340073
0.9608092904090881,0.9608092904090881,0.9608092904090881,0.08443400263786316,0.9624137282371521,0.9624137282371521,0.9624137282371521,0.07724602520465851
0.960590660572052,0.960590660572052,0.960590660572052,0.08472536504268646,0.9660115242004395,0.9660115242004395,0.9660115242004395,0.07610022276639938
0.9610806107521057,0.9610806107521057,0.9610806107521057,0.08380451798439026,0.9668118953704834,0.9668118953704834,0.9668118953704834,0.07481086254119873
0.9611685872077942,0.9611685872077942,0.9611685872077942,0.0835014283657074,0.9644529819488525,0.9644529819488525,0.9644529819488525,0.07479068636894226
0.961706280708313,0.961706280708313,0.961706280708313,0.08284178376197815,0.9664872884750366,0.9664872884750366,0.9664872884750366,0.07411585748195648
0.9618425965309143,0.9618425965309143,0.9618425965309143,0.08207221329212189,0.9629637598991394,0.9629637598991394,0.9629637598991394,0.07560364156961441
0.9617137312889099,0.9617137312889099,0.9617137312889099,0.08195582777261734,0.9661601781845093,0.9661601781845093,0.9661601781845093,0.07393184304237366
0.9619925022125244,0.9619925022125244,0.9619925022125244,0.08154668658971786,0.9643340110778809,0.9643340110778809,0.9643340110778809,0.07461763173341751
0.9620829224586487,0.9620829224586487,0.9620829224586487,0.08112125098705292,0.9631842970848083,0.9631842970848083,0.9631842970848083,0.07446718961000443
0.962108314037323,0.962108314037323,0.962108314037323,0.08090412616729736,0.9661205410957336,0.9661205410957336,0.9661205410957336,0.07414691150188446
0.9623963832855225,0.9623963832855225,0.9623963832855225,0.08028609305620193,0.9667772054672241,0.9667772054672241,0.9667772054672241,0.07269057631492615
0.9623263478279114,0.9623263478279114,0.9623263478279114,0.08019494265317917,0.9643761515617371,0.9643761515617371,0.9643761515617371,0.07431218028068542
0.9618871808052063,0.9618871808052063,0.9618871808052063,0.08039664477109909,0.9632363319396973,0.9632363319396973,0.9632363319396973,0.07367394864559174
0.9620073437690735,0.9620073437690735,0.9620073437690735,0.07973635196685791,0.9633850455284119,0.9633850455284119,0.9633850455284119,0.07422800362110138
0.9624731540679932,0.9624731540679932,0.9624731540679932,0.07941794395446777,0.9666037559509277,0.9666037559509277,0.9666037559509277,0.07259475439786911
0.9621857404708862,0.9621857404708862,0.9621857404708862,0.07980494946241379,0.9634568691253662,0.9634568691253662,0.9634568691253662,0.07391475886106491
0.961661696434021,0.961661696434021,0.961661696434021,0.08082173764705658,0.9636873006820679,0.9636873006820679,0.9636873006820679,0.07309380173683167
0.9625301957130432,0.9625301957130432,0.9625301957130432,0.07886748760938644,0.9649113416671753,0.9649113416671753,0.9649113416671753,0.07327346503734589
0.9626955389976501,0.9626955389976501,0.9626955389976501,0.07868145406246185,0.9638062715530396,0.9638062715530396,0.9638062715530396,0.07208212465047836
0.9624316692352295,0.9624316692352295,0.9624316692352295,0.07874434441328049,0.9660660624504089,0.9660660624504089,0.9660660624504089,0.07277150452136993
0.9626516103744507,0.9626516103744507,0.9626516103744507,0.07875377684831619,0.9635510444641113,0.9635510444641113,0.9635510444641113,0.07233361899852753
0.9628962874412537,0.9628962874412537,0.9628962874412537,0.07795422524213791,0.9638112187385559,0.9638112187385559,0.9638112187385559,0.07192711532115936
0.9626057147979736,0.9626057147979736,0.9626057147979736,0.07820359617471695,0.9645000696182251,0.9645000696182251,0.9645000696182251,0.07264892756938934
0.962988555431366,0.962988555431366,0.962988555431366,0.07783756405115128,0.9635262489318848,0.9635262489318848,0.9635262489318848,0.07193673402070999
0.9630870819091797,0.9630870819091797,0.9630870819091797,0.07734034210443497,0.963759183883667,0.963759183883667,0.963759183883667,0.07100619375705719
0.963381290435791,0.963381290435791,0.963381290435791,0.07694639265537262,0.9670522212982178,0.9670522212982178,0.9670522212982178,0.06968296319246292
0.9632642269134521,0.9632642269134521,0.9632642269134521,0.07672466337680817,0.964148223400116,0.964148223400116,0.964148223400116,0.0702505111694336
0.9635782837867737,0.9635782837867737,0.9635782837867737,0.076348677277565,0.9674561023712158,0.9674561023712158,0.9674561023712158,0.06958317756652832
0.9631806015968323,0.9631806015968323,0.9631806015968323,0.07678225636482239,0.9642993211746216,0.9642993211746216,0.9642993211746216,0.06979559361934662
0.9633088111877441,0.9633088111877441,0.9633088111877441,0.07652211934328079,0.9641903042793274,0.9641903042793274,0.9641903042793274,0.07021305710077286
0.9635584950447083,0.9635584950447083,0.9635584950447083,0.07620755583047867,0.9650798439979553,0.9650798439979553,0.9650798439979553,0.0691705271601677
0.9637455344200134,0.9637455344200134,0.9637455344200134,0.07559958845376968,0.9653623104095459,0.9653623104095459,0.9653623104095459,0.06892777979373932
0.9637300372123718,0.9637300372123718,0.9637300372123718,0.07587771117687225,0.9667177200317383,0.9667177200317383,0.9667177200317383,0.06938235461711884
0.9638062715530396,0.9638062715530396,0.9638062715530396,0.07560377568006516,0.9681028127670288,0.9681028127670288,0.9681028127670288,0.06933272629976273
0.9636786580085754,0.9636786580085754,0.9636786580085754,0.0757208913564682,0.9694631695747375,0.9694631695747375,0.9694631695747375,0.06784595549106598
0.963961124420166,0.963961124420166,0.963961124420166,0.07512497156858444,0.9667375087738037,0.9667375087738037,0.9667375087738037,0.07022040337324142
0.9633045196533203,0.9633045196533203,0.9633045196533203,0.07544652372598648,0.9679467082023621,0.9679467082023621,0.9679467082023621,0.06899501383304596
0.9639072418212891,0.9639072418212891,0.9639072418212891,0.07497455924749374,0.9638731479644775,0.9638731479644775,0.9638731479644775,0.06880685687065125
0.964096188545227,0.964096188545227,0.964096188545227,0.07481548935174942,0.96773362159729,0.96773362159729,0.96773362159729,0.06973747909069061
0.9638700485229492,0.9638700485229492,0.9638700485229492,0.07469115406274796,0.9648692607879639,0.9648692607879639,0.9648692607879639,0.06889736652374268
