Precision,Recall,accuracy,loss,val_Precision,val_Recall,val_accuracy,val_loss
0.8886843919754028,0.8886843919754028,0.8886843919754028,0.3444974720478058,0.938891589641571,0.938891589641571,0.938891589641571,0.14080341160297394
0.9234527945518494,0.9234527945518494,0.9234527945518494,0.2363099902868271,0.9525989890098572,0.9525989890098572,0.9525989890098572,0.1125364601612091
0.9322410821914673,0.9322410821914673,0.9322410821914673,0.19000554084777832,0.9543508291244507,0.9543508291244507,0.9543508291244507,0.10956589132547379
0.938534140586853,0.938534140586853,0.938534140586853,0.14940159022808075,0.9546085000038147,0.9546085000038147,0.9546085000038147,0.10845942795276642
0.9421598315238953,0.9421598315238953,0.9421598315238953,0.13674740493297577,0.9555277824401855,0.9555277824401855,0.9555277824401855,0.1043500006198883
0.9442164301872253,0.9442164301872253,0.9442164301872253,0.13124588131904602,0.9568782448768616,0.9568782448768616,0.9568782448768616,0.10232792794704437
0.9457378387451172,0.9457378387451172,0.9457378387451172,0.12739230692386627,0.9574629664421082,0.9574629664421082,0.9574629664421082,0.10034903138875961
0.9467710852622986,0.9467710852622986,0.9467710852622986,0.12496466934680939,0.9575521945953369,0.9575521945953369,0.9575521945953369,0.09800808131694794
0.9479548931121826,0.9479548931121826,0.9479548931121826,0.12226343154907227,0.9579907655715942,0.9579907655715942,0.9579907655715942,0.09730397164821625
0.9485167264938354,0.9485167264938354,0.9485167264938354,0.12133580446243286,0.9583773016929626,0.9583773016929626,0.9583773016929626,0.09689976274967194
0.9491869807243347,0.9491869807243347,0.9491869807243347,0.12051966041326523,0.9578866958618164,0.9578866958618164,0.9578866958618164,0.09720790386199951
0.9496992826461792,0.9496992826461792,0.9496992826461792,0.11962847411632538,0.9580923914909363,0.9580923914909363,0.9580923914909363,0.09629545360803604
0.9504246711730957,0.9504246711730957,0.9504246711730957,0.11850161105394363,0.9580923914909363,0.9580923914909363,0.9580923914909363,0.09666106104850769
0.9506024718284607,0.9506024718284607,0.9506024718284607,0.11816411465406418,0.9584020972251892,0.9584020972251892,0.9584020972251892,0.09494047611951828
0.9508644938468933,0.9508644938468933,0.9508644938468933,0.11700144410133362,0.9579759240150452,0.9579759240150452,0.9579759240150452,0.09600052237510681
0.9511977434158325,0.9511977434158325,0.9511977434158325,0.11664512008428574,0.9580849409103394,0.9580849409103394,0.9580849409103394,0.0956122875213623
0.9514418244361877,0.9514418244361877,0.9514418244361877,0.11637008935213089,0.9580601453781128,0.9580601453781128,0.9580601453781128,0.09685797989368439
0.9519243836402893,0.9519243836402893,0.9519243836402893,0.115580715239048,0.9579288363456726,0.9579288363456726,0.9579288363456726,0.0949459820985794
0.9520507454872131,0.9520507454872131,0.9520507454872131,0.11494126170873642,0.9577380418777466,0.9577380418777466,0.9577380418777466,0.09406480193138123
0.9523406624794006,0.9523406624794006,0.9523406624794006,0.11442910879850388,0.9576339721679688,0.9576339721679688,0.9576339721679688,0.09381940960884094
0.9525933861732483,0.9525933861732483,0.9525933861732483,0.11446336656808853,0.9591850638389587,0.9591850638389587,0.9591850638389587,0.09505293518304825
0.9528653621673584,0.9528653621673584,0.9528653621673584,0.11388901621103287,0.9579932689666748,0.9579932689666748,0.9579932689666748,0.09233039617538452
0.952947735786438,0.952947735786438,0.952947735786438,0.11391479521989822,0.9591231346130371,0.9591231346130371,0.9591231346130371,0.0922243595123291
0.9530908465385437,0.9530908465385437,0.9530908465385437,0.11384674906730652,0.9587365984916687,0.9587365984916687,0.9587365984916687,0.09576661139726639
0.9534686803817749,0.9534686803817749,0.9534686803817749,0.11366108059883118,0.959997832775116,0.959997832775116,0.959997832775116,0.09375151246786118
0.9537808895111084,0.9537808895111084,0.9537808895111084,0.11371037364006042,0.9592841863632202,0.9592841863632202,0.9592841863632202,0.09256259351968765
0.9539196491241455,0.9539196491241455,0.9539196491241455,0.11381105333566666,0.9603620767593384,0.9603620767593384,0.9603620767593384,0.09349016845226288
0.9537560939788818,0.9537560939788818,0.9537560939788818,0.11438548564910889,0.9590240120887756,0.9590240120887756,0.9590240120887756,0.10088177025318146
