accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,learning_rate
0.7206504940986633,1.5320531129837036,0.8507669568061829,0.5399758815765381,0.908629834651947,0.539402186870575,0.9125441312789917,0.9028415679931641,9.999999747378752e-05
0.8796111941337585,0.8976911902427673,0.8969038128852844,0.8645837306976318,0.9251272082328796,0.39084121584892273,0.9389740824699402,0.9236207008361816,9.999999747378752e-05
0.8942328691482544,0.5905037522315979,0.9095256328582764,0.8834220767021179,0.9346892237663269,0.3231537938117981,0.9392054677009583,0.9329150915145874,9.999999747378752e-05
0.9049316048622131,0.49949052929878235,0.9196134209632874,0.8918132781982422,0.9377270340919495,0.28538253903388977,0.9412603378295898,0.9337550401687622,9.999999747378752e-05
0.9137458801269531,0.41828155517578125,0.928412675857544,0.8981962203979492,0.9402667880058289,0.23457348346710205,0.9443569183349609,0.9360173344612122,9.999999747378752e-05
0.922623336315155,0.30850881338119507,0.937816858291626,0.9046428799629211,0.9423407912254333,0.1899953931570053,0.9478052258491516,0.9367061853408813,9.999999747378752e-05
0.9298778176307678,0.25418832898139954,0.9453240633010864,0.9108808636665344,0.9431832432746887,0.18233627080917358,0.9534158110618591,0.9381334185600281,9.999999747378752e-05
0.9322763681411743,0.2414335310459137,0.94776850938797,0.9144080877304077,0.9436044692993164,0.1809384524822235,0.9549306035041809,0.9376576542854309,9.999999747378752e-05
0.9328289031982422,0.23690025508403778,0.9486383199691772,0.9157132506370544,0.9439191222190857,0.1795644611120224,0.9556196928024292,0.9375907778739929,9.999999747378752e-05
0.9329317808151245,0.2333034873008728,0.9490141868591309,0.9165799021720886,0.9440083503723145,0.1809626817703247,0.9544728994369507,0.9378112554550171,9.999999747378752e-05
0.9325681328773499,0.23088091611862183,0.9483101963996887,0.9172687530517578,0.9439612627029419,0.18080085515975952,0.9516743421554565,0.9385397434234619,9.999999747378752e-05
0.9324950575828552,0.22914202511310577,0.9480754733085632,0.9181557893753052,0.9440182447433472,0.17935892939567566,0.9521045684814453,0.9385818839073181,9.999999747378752e-05
0.9321184158325195,0.22826483845710754,0.9474542737007141,0.9183453321456909,0.9444370269775391,0.17843684554100037,0.9531105756759644,0.938376247882843,9.999999747378752e-05
0.9322354793548584,0.2285708487033844,0.9473662376403809,0.9188756346702576,0.9436366558074951,0.18420635163784027,0.9504836797714233,0.9373231530189514,9.999999747378752e-05
0.9319567084312439,0.22842030227184296,0.9470043778419495,0.9190050959587097,0.9443255066871643,0.18326987326145172,0.9517612457275391,0.9386537671089172,9.999999747378752e-05
0.9319920539855957,0.22818639874458313,0.9466825127601624,0.9195588827133179,0.9435722231864929,0.18943282961845398,0.9500423073768616,0.9372339248657227,9.999999747378752e-05
0.9320874214172363,0.22673045098781586,0.9466747045516968,0.9198134541511536,0.9440603852272034,0.17945273220539093,0.9518410563468933,0.9381829500198364,4.999999873689376e-05
0.932174801826477,0.2267477661371231,0.9466546177864075,0.919908881187439,0.9439166784286499,0.1771198809146881,0.9513065814971924,0.9384976625442505,4.999999873689376e-05
0.9322106838226318,0.22640901803970337,0.9467640519142151,0.9200116991996765,0.9434211254119873,0.1816176325082779,0.9511085748672485,0.9378286004066467,4.999999873689376e-05
0.9322590231895447,0.22702763974666595,0.9464017748832703,0.9201486110687256,0.9436689019203186,0.18641942739486694,0.9515990018844604,0.9371026158332825,4.999999873689376e-05
0.9321283102035522,0.2280929982662201,0.9462503790855408,0.9202018976211548,0.9436168670654297,0.18596622347831726,0.9529200196266174,0.9371001124382019,4.999999873689376e-05
0.9322299361228943,0.22675105929374695,0.9463913440704346,0.9199478626251221,0.9440231919288635,0.18012289702892303,0.9531325697898865,0.9375783801078796,2.499999936844688e-05
0.9323030114173889,0.226709246635437,0.9465279579162598,0.9201399087905884,0.9441049695014954,0.177937313914299,0.9531970620155334,0.9386314153671265,2.499999936844688e-05
